index,prediction,,
81870,12.0 inch,,
81871,12.0 inch,,
81872,,,
81873,300.0 centimeter,,
81874,300.0 centimeter,,
81875,30.5 inch,,
81876,1.5 centimeter,,
81877,1.5 centimeter,,
81878,20.0 meter,,
81879,20.0 meter,,
81880,21.0 centimeter,,
81881,95.0 meter,,
81882,95.0 meter,,
81883,160.0 meter,,
81884,160.0 meter,,
81885,435.0 meter,,
81886,,,
81887,,,
81888,,,
81889,,,
81890,37.0 centimeter,,
81891,,,
81892,,,
81893,45.0 centimeter,,
81894,45.0 centimeter,,
81895,2.0 inch,,
81896,8.0 centimeter,,
81897,3.5 inch,,
81898,43.0 centimeter,,
81899,20.0 centimeter,,
81900,20.0 centimeter,,
81901,20.0 centimeter,,
81902,20.0 meter,,
81903,20.0 meter,,
81904,20.0 meter,,
81905,20.0 centimeter,,
81906,9.5 meter,,
81907,31.0 centimeter,,
81908,31.0 centimeter,,
81909,42.0 centimeter,,
81910,42.0 centimeter,,
81911,80.0 meter,,
81912,80.0 meter,,
81913,80.0 meter,,
81914,21.5 inch,,
81915,5.0 meter,,
81916,5.0 meter,,
81917,18.5 centimeter,,
81918,23.0 centimeter,,
81919,23.0 centimeter,,
81920,23.0 centimeter,,
81921,65.0 watt,,
81922,,,
81923,,,
81924,35.5 centimeter,,
81925,35.5 centimeter,,
81926,5.0 inch,,
81927,,,
81928,,,
81929,10.03 inch,,
81930,21.26 inch,,
81931,8.2 inch,,
81932,25.0 centimeter,,
81933,25.0 centimeter,,
81934,21.0 centimeter,,
81935,15.0 centimeter,,
81936,15.0 centimeter,,
81937,15.0 centimeter,,
81938,92.0 meter,,
81939,92.0 meter,,
81940,80.0 meter,,
81941,,,
81942,,,
81943,,,
81944,42.0 centimeter,,
81945,320.0 meter,,
81946,3.7 inch,,
81947,3.7 inch,,
81948,75.0 meter,,
81949,75.0 meter,,
81950,70.0 centimeter,,
81951,4.8 centimeter,,
81952,4.8 centimeter,,
81953,24.0 volt,,
81954,1.2 watt,,
81955,,,
81956,11.0 inch,,
81957,11.0 inch,,
81958,22.0 centimeter,,
81959,22.0 centimeter,,
81960,,,
81961,,,
81962,2.4 inch,,
81963,2.4 inch,,
81964,70.0 meter,,
81965,26.0 inch,,
81966,13.0 centimeter,,
81967,,,
81968,,,
81969,,,
81970,4.5 inch,,
81971,0.98 inch,,
81972,159.0 meter,,
81973,,,
81974,,,
81975,13.2 centimeter,,
81976,13.2 centimeter,,
81977,15.2 centimeter,,
81978,,,
81979,3.0 centimeter,,
81980,65.0 centimeter,,
81981,65.0 centimeter,,
81982,36.0 centimeter,,
81983,36.0 centimeter,,
81984,36.0 centimeter,,
81985,5.5 inch,,
81986,5.5 inch,,
81987,25.0 centimeter,,
81988,25.0 centimeter,,
81989,23.6 inch,,
81990,100.0 meter,,
81991,100.0 meter,,
81992,46.0 centimeter,,
81993,1500.0 meter,,
81994,1500.0 meter,,
81995,33.0 centimeter,,
81996,33.0 centimeter,,
81997,33.0 centimeter,,
81998,4.2 centimeter,,
81999,,,
82000,55.0 centimeter,,
82001,55.0 centimeter,,
82002,12.3 inch,,
82003,4.75 kilogram,,
82004,42.0 centimeter,,
82005,75.0 centimeter,,
82006,300.0 kilogram,,
82007,300.0 kilogram,,
82008,,,
82009,,,
82010,29.0 centimeter,,
82011,29.0 centimeter,,
82012,5.0 foot,,
82013,5.0 foot,,
82014,,,
82015,100.0 centimeter,,
82016,14.0 inch,,
82017,14.0 inch,,
82018,14.0 inch,,
82019,11.0 inch,,
82020,11.0 inch,,
82021,3.0 gram,,
82022,14.0 centimeter,,
82023,14.0 centimeter,,
82024,2.9 inch,,
82025,1.7 inch,,
82026,,,
82027,50.0 watt,,
82028,18.0 centimeter,,
82029,38.0 meter,,
82030,20.0 centimeter,,
82031,20.0 centimeter,,
82032,90.0 meter,,
82033,90.0 meter,,
82034,5.9 inch,,
82035,5.9 inch,,
82036,9.2 inch,,
82037,9.2 inch,,
82038,9.2 inch,,
82039,36.0 inch,,
82040,4.0 foot,,
82041,4.0 foot,,
82042,10.0 meter,,
82043,35.0 centimeter,,
82044,35.0 centimeter,,
82045,17.0 inch,,
82046,17.0 inch,,
82047,17.0 inch,,
82048,4.8 inch,,
82049,6.0 gram,,
82050,40.0 meter,,
82051,1.0 centimeter,,
82052,15.8 inch,,
82053,15.8 inch,,
82054,10.0 millilitre,,
82055,69.0 inch,,
82056,392401.0 meter,,
82057,392401.0 meter,,
82058,392401.0 meter,,
82059,,,
82060,,,
82061,300.0 meter,,
82062,59.1 inch,,
82063,59.1 inch,,
82064,200.0 meter,,
82065,200.0 meter,,
82066,32.0 centimeter,,
82067,32.0 centimeter,,
82068,33.5 centimeter,,
82069,173.0 gram,,
82070,173.0 gram,,
82071,5.9 inch,,
82072,5.9 inch,,
82073,4.0 centimeter,,
82074,4.0 centimeter,,
82075,35.0 centimeter,,
82076,5.0 centimeter,,
82077,5.0 centimeter,,
82078,5.0 centimeter,,
82079,28.0 centimeter,,
82080,14.0 centimeter,,
82081,78.7 inch,,
82082,40.0 meter,,
82083,15.0 centimeter,,
82084,132.0 centimeter,,
82085,6.3 inch,,
82086,6.3 inch,,
82087,6.3 inch,,
82088,28.0 centimeter,,
82089,28.0 centimeter,,
82090,28.0 centimeter,,
82091,2.8 centimeter,,
82092,4.0 inch,,
82093,9.8 centimeter,,
82094,110.0 volt,,
82095,0.94 inch,,
82096,350.0 pound,,
82097,9.5 inch,,
82098,9.5 inch,,
82099,9.82 inch,,
82100,9.82 inch,,
82101,12.0 inch,,
82102,12.0 inch,,
82103,1.0 centimeter,,
82104,1.0 centimeter,,
82105,10.2 inch,,
82106,11.1 centimeter,,
82107,,,
82108,12.0 volt,,
82109,7.0 foot,,
82110,7.0 foot,,
82111,60.0 centimeter,,
82112,60.0 centimeter,,
82113,60.0 centimeter,,
82114,145.0 centimeter,,
82115,5.1 inch,,
82116,330.0 pound,,
82117,330.0 pound,,
82118,6.0 centimeter,,
82119,2.8 inch,,
82120,2.8 inch,,
82121,,,
82122,5.0 centimeter,,
82123,1.37 inch,,
82124,9.5 inch,,
82125,9.5 inch,,
82126,3.4 inch,,
82127,10.0 centimeter,,
82128,,,
82129,,,
82130,2.4 inch,,
82131,6.5 foot,,
82132,50.0 centimeter,,
82133,1.5 fluid ounce,,
82134,9.0 inch,,
82135,9.0 inch,,
82136,9.0 inch,,
82137,200.0 centimeter,,
82138,200.0 centimeter,,
82139,200.0 centimeter,,
82140,24.0 centimeter,,
82141,24.0 centimeter,,
82142,,,
82143,4.0 centimeter,,
82144,946.0 meter,,
82145,15.0 centimeter,,
82146,,,
82147,,,
82148,100.0 meter,,
82149,100.0 meter,,
82150,107.0 centimeter,,
82151,7.5 centimeter,,
82152,7.28 inch,,
82153,4.65 inch,,
82154,6.5 centimeter,,
82155,6.5 centimeter,,
82156,19.0 centimeter,,
82157,20.0 centimeter,,
82158,440.0 pound,,
82159,34.5 centimeter,,
82160,30.0 meter,,
82161,30.0 meter,,
82162,30.0 meter,,
82163,,,
82164,,,
82165,295.0 millilitre,,
82166,132.0 meter,,
82167,18.0 inch,,
82168,50.0 centimeter,,
82169,50.0 centimeter,,
82170,,,
82171,,,
82172,7.5 centimeter,,
82173,,,
82174,,,
82175,15.0 centimeter,,
82176,16.0 inch,,
82177,14.57 inch,,
82178,14.57 inch,,
82179,30.0 centimeter,,
82180,30.0 centimeter,,
82181,300.0 meter,,
82182,0.87 inch,,
82183,200.0 centimeter,,
82184,,,
82185,30.0 centimeter,,
82186,1.0 inch,,
82187,1.0 inch,,
82188,7.0 centimeter,,
82189,7.0 centimeter,,
82190,19.68 inch,,
82191,19.68 inch,,
82192,150.0 gram,,
82193,,,
82194,50000.0 gram,,
82195,0.8 centimeter,,
82196,0.8 centimeter,,
82197,0.8 centimeter,,
82198,250.0 meter,,
82199,5.51 inch,,
82200,5.51 inch,,
82201,20.0 centimeter,,
82202,20.0 centimeter,,
82203,20.0 centimeter,,
82204,70.0 centimeter,,
82205,35.9 inch,,
82206,18.4 centimeter,,
82207,36.0 centimeter,,
82208,36.0 centimeter,,
82209,12.2 inch,,
82210,22.0 centimeter,,
82211,20.0 foot,,
82212,20.0 foot,,
82213,17.68 inch,,
82214,17.68 inch,,
82215,61.0 meter,,
82216,2.81 pound,,
82217,5.0 centimeter,,
82218,14.5 centimeter,,
82219,3.3 pound,,
82220,3.3 pound,,
82221,10.0 meter,,
82222,10.0 meter,,
82223,9.0 meter,,
82224,9.84 inch,,
82225,9.84 inch,,
82226,1.0 centimeter,,
82227,1.0 centimeter,,
82228,5.2 inch,,
82229,25.0 gram,,
82230,25.0 gram,,
82231,,,
82232,,,
82233,17.0 centimeter,,
82234,17.0 centimeter,,
82235,35.0 inch,,
82236,132.0 centimeter,,
82237,132.0 centimeter,,
82238,,,
82239,,,
82240,7.5 centimeter,,
82241,4.72 inch,,
82242,4.72 inch,,
82243,,,
82244,,,
82245,5.5 inch,,
82246,64.0 gram,,
82247,78.0 centimeter,,
82248,4.5 centimeter,,
82249,4.5 centimeter,,
82250,4.5 centimeter,,
82251,9.5 centimeter,,
82252,9.5 centimeter,,
82253,6.0 inch,,
82254,1.97 inch,,
82255,1.97 inch,,
82256,1.97 inch,,
82257,32.0 meter,,
82258,32.0 meter,,
82259,359.4 inch,,
82260,359.4 inch,,
82261,359.4 inch,,
82262,,,
82263,,,
82264,15.0 centimeter,,
82265,24.0 centimeter,,
82266,7.0 centimeter,,
82267,150.0 meter,,
82268,300.0 kilogram,,
82269,180.0 centimeter,,
82270,180.0 centimeter,,
82271,,,
82272,17.5 inch,,
82273,4.5 inch,,
82274,16.7 centimeter,,
82275,,,
82276,,,
82277,,,
82278,,,
82279,850.0 meter,,
82280,60.0 centimeter,,
82281,11.8 inch,,
82282,11.8 inch,,
82283,26.8 centimeter,,
82284,26.8 centimeter,,
82285,16.0 centimeter,,
82286,16.0 centimeter,,
82287,3.9 inch,,
82288,88.0 meter,,
82289,88.0 meter,,
82290,16.0 centimeter,,
82291,9.0 gram,,
82292,8.0 centimeter,,
82293,8.0 centimeter,,
82294,4.37 inch,,
82295,100.0 millilitre,,
82296,60.0 meter,,
82297,60.0 meter,,
82298,60.0 meter,,
82299,4.0 inch,,
82300,4.0 inch,,
82301,70.0 inch,,
82302,25.0 inch,,
82303,25.0 inch,,
82304,8.0 centimeter,,
82305,8.0 centimeter,,
82306,8.0 centimeter,,
82307,15.0 centimeter,,
82308,15.0 centimeter,,
82309,1.7 inch,,
82310,15.5 centimeter,,
82311,15.5 centimeter,,
82312,30.0 centimeter,,
82313,3.1 inch,,
82314,29.5 inch,,
82315,6.6 foot,,
82316,6.6 foot,,
82317,6.6 foot,,
82318,12.5 centimeter,,
82319,,,
82320,,,
82321,2.0 centimeter,,
82322,15.0 centimeter,,
82323,15.0 centimeter,,
82324,3.5 inch,,
82325,4.3 centimeter,,
82326,32.0 centimeter,,
82327,2.56 inch,,
82328,23.0 centimeter,,
82329,5.0 inch,,
82330,40.0 centimeter,,
82331,22.5 centimeter,,
82332,47.0 centimeter,,
82333,14.7 inch,,
82334,8.4 inch,,
82335,1.5 meter,,
82336,2.7 inch,,
82337,8.6 centimeter,,
82338,24.0 centimeter,,
82339,24.0 centimeter,,
82340,2.75 inch,,
82341,2.75 inch,,
82342,12.0 centimeter,,
82343,3.38 inch,,
82344,12.0 volt,,
82345,,,
82346,,,
82347,4.5 centimeter,,
82348,4.5 centimeter,,
82349,6.0 foot,,
82350,10.5 centimeter,,
82351,9.5 inch,,
82352,6.0 inch,,
82353,8.0 inch,,
82354,8.0 inch,,
82355,0.5 inch,,
82356,0.5 inch,,
82357,0.5 inch,,
82358,19.0 centimeter,,
82359,19.0 centimeter,,
82360,10.5 inch,,
82361,10.5 inch,,
82362,6.0 inch,,
82363,6.0 inch,,
82364,4.0 inch,,
82365,5.0 centimeter,,
82366,5.0 centimeter,,
82367,3.15 inch,,
82368,3.15 inch,,
82369,3.15 inch,,
82370,8.0 inch,,
82371,,,
82372,,,
82373,15.0 pound,,
82374,3.54 inch,,
82375,33.0 centimeter,,
82376,89.0 inch,,
82377,19.0 centimeter,,
82378,19.0 centimeter,,
82379,,,
82380,87.0 centimeter,,
82381,87.0 centimeter,,
82382,,,
82383,,,
82384,,,
82385,15.0 centimeter,,
82386,27.0 inch,,
82387,195.0 centimeter,,
82388,195.0 centimeter,,
82389,16.0 centimeter,,
82390,30.0 centimeter,,
82391,30.0 centimeter,,
82392,1.0 foot,,
82393,20.0 centimeter,,
82394,4.92 inch,,
82395,4.92 inch,,
82396,89.0 centimeter,,
82397,89.0 centimeter,,
82398,4.25 inch,,
82399,,,
82400,3.375 inch,,
82401,7.87 inch,,
82402,7.87 inch,,
82403,,,
82404,360.0 meter,,
82405,4.72 inch,,
82406,120.0 centimeter,,
82407,120.0 centimeter,,
82408,0.55 inch,,
82409,7.6 inch,,
82410,18.0 centimeter,,
82411,16.0 centimeter,,
82412,16.0 centimeter,,
82413,16.0 centimeter,,
82414,6.0 inch,,
82415,6.0 inch,,
82416,11.0 kilogram,,
82417,17.0 inch,,
82418,17.0 inch,,
82419,17.0 inch,,
82420,48.0 centimeter,,
82421,17.0 centimeter,,
82422,13.0 centimeter,,
82423,13.0 centimeter,,
82424,,,
82425,,,
82426,,,
82427,13.78 inch,,
82428,45.0 centimeter,,
82429,4.5 inch,,
82430,4.5 inch,,
82431,6.2 inch,,
82432,,,
82433,22.0 inch,,
82434,7.0 inch,,
82435,,,
82436,274.32 centimeter,,
82437,80.0 meter,,
82438,4.13 inch,,
82439,4.13 inch,,
82440,,,
82441,,,
82442,42.0 centimeter,,
82443,4.72 inch,,
82444,75.0 centimeter,,
82445,12.5 centimeter,,
82446,12.5 centimeter,,
82447,12.5 centimeter,,
82448,5.1 inch,,
82449,,,
82450,,,
82451,,,
82452,35.0 centimeter,,
82453,21.0 inch,,
82454,21.0 inch,,
82455,,,
82456,71.8 meter,,
82457,,,
82458,110.0 meter,,
82459,,,
82460,,,
82461,,,
82462,3.0 meter,,
82463,5.1 inch,,
82464,5.0 centimeter,,
82465,30.0 meter,,
82466,30.0 meter,,
82467,60.0 centimeter,,
82468,92.0 centimeter,,
82469,92.0 centimeter,,
82470,92.0 centimeter,,
82471,43.0 centimeter,,
82472,,,
82473,2.5 inch,,
82474,60.0 centimeter,,
82475,0.98 inch,,
82476,0.98 inch,,
82477,71.0 centimeter,,
82478,63.0 inch,,
82479,5.5 centimeter,,
82480,79.0 centimeter,,
82481,26.0 centimeter,,
82482,4.5 centimeter,,
82483,7.0 foot,,
82484,8.0 centimeter,,
82485,,,
82486,,,
82487,2.3 inch,,
82488,8.5 centimeter,,
82489,8.5 centimeter,,
82490,,,
82491,40.0 centimeter,,
82492,40.0 centimeter,,
82493,100.0 meter,,
82494,3.05 kilogram,,
82495,22.0 centimeter,,
82496,36.0 inch,,
82497,36.0 inch,,
82498,26.0 centimeter,,
82499,26.0 centimeter,,
82500,152.4 centimeter,,
82501,152.4 centimeter,,
82502,,,
82503,35.0 inch,,
82504,152.0 centimeter,,
82505,152.0 centimeter,,
82506,152.0 centimeter,,
82507,4.33 inch,,
82508,9.0 centimeter,,
82509,9.0 centimeter,,
82510,,,
82511,825.4 meter,,
82512,825.4 meter,,
82513,,,
82514,35.0 centimeter,,
82515,10.25 inch,,
82516,3.15 inch,,
82517,3.15 inch,,
82518,120.0 centimeter,,
82519,120.0 centimeter,,
82520,15.7 inch,,
82521,14.0 centimeter,,
82522,14.0 centimeter,,
82523,,,
82524,,,
82525,230.0 centimeter,,
82526,230.0 centimeter,,
82527,230.0 centimeter,,
82528,,,
82529,65.0 meter,,
82530,0.62 inch,,
82531,0.62 inch,,
82532,1163233.0 meter,,
82533,,,
82534,,,
82535,28.0 centimeter,,
82536,13.5 centimeter,,
82537,5.1 inch,,
82538,5.88 inch,,
82539,5.88 inch,,
82540,64.0 centimeter,,
82541,,,
82542,,,
82543,,,
82544,,,
82545,0.47 inch,,
82546,0.47 inch,,
82547,4.5 inch,,
82548,7.0 foot,,
82549,7.0 foot,,
82550,25.0 centimeter,,
82551,9.0 inch,,
82552,215.0 meter,,
82553,215.0 meter,,
82554,,,
82555,6.0 meter,,
82556,38.0 inch,,
82557,38.0 inch,,
82558,4.5 inch,,
82559,4.5 inch,,
82560,19.0 meter,,
82561,19.0 meter,,
82562,19.0 meter,,
82563,5.1 inch,,
82564,3.93 inch,,
82565,3.93 inch,,
82566,,,
82567,185.0 meter,,
82568,16.5 foot,,
82569,16.5 foot,,
82570,10.0 inch,,
82571,10.0 inch,,
82572,10.0 inch,,
82573,11.3 centimeter,,
82574,45.0 centimeter,,
82575,45.0 centimeter,,
82576,45.0 centimeter,,
82577,25.0 meter,,
82578,25.0 meter,,
82579,25.0 meter,,
82580,8.8 inch,,
82581,8.8 inch,,
82582,63.0 inch,,
82583,63.0 inch,,
82584,3.0 meter,,
82585,6.09 inch,,
82586,6.09 inch,,
82587,,,
82588,,,
82589,12.0 inch,,
82590,16.5 meter,,
82591,16.5 meter,,
82592,145.0 centimeter,,
82593,145.0 centimeter,,
82594,145.0 centimeter,,
82595,160.0 meter,,
82596,35.0 inch,,
82597,35.0 inch,,
82598,35.0 inch,,
82599,23.5 centimeter,,
82600,,,
82601,,,
82602,,,
82603,17.0 centimeter,,
82604,5.9 inch,,
82605,7.0 gram,,
82606,250.0 kilogram,,
82607,250.0 kilogram,,
82608,1.6 inch,,
82609,28.0 centimeter,,
82610,28.0 centimeter,,
82611,4.3 inch,,
82612,3.5 inch,,
82613,3.5 inch,,
82614,37.0 meter,,
82615,34.0 centimeter,,
82616,,,
82617,4.5 inch,,
82618,25.5 centimeter,,
82619,25.0 centimeter,,
82620,25.0 centimeter,,
82621,7.87 inch,,
82622,7.87 inch,,
82623,13.4 centimeter,,
82624,13.4 centimeter,,
82625,52.0 centimeter,,
82626,52.0 centimeter,,
82627,7.0 centimeter,,
82628,7.0 centimeter,,
82629,7.0 centimeter,,
82630,44.0 centimeter,,
82631,44.0 centimeter,,
82632,20.0 centimeter,,
82633,20.0 centimeter,,
82634,20.0 centimeter,,
82635,280.0 meter,,
82636,10.0 inch,,
82637,27.6 inch,,
82638,30.0 centimeter,,
82639,,,
82640,8.26 inch,,
82641,8.26 inch,,
82642,8.8 centimeter,,
82643,8.8 centimeter,,
82644,36.0 inch,,
82645,4.5 centimeter,,
82646,4.5 centimeter,,
82647,6.0 inch,,
82648,6.0 inch,,
82649,6.0 inch,,
82650,,,
82651,,,
82652,,,
82653,,,
82654,,,
82655,15.0 centimeter,,
82656,15.0 centimeter,,
82657,5.5 centimeter,,
82658,5.5 centimeter,,
82659,25.0 centimeter,,
82660,,,
82661,0.3 inch,,
82662,4.0 centimeter,,
82663,1.2 centimeter,,
82664,,,
82665,,,
82666,,,
82667,,,
82668,160.0 centimeter,,
82669,160.0 centimeter,,
82670,160.0 centimeter,,
82671,,,
82672,,,
82673,37.0 centimeter,,
82674,37.0 centimeter,,
82675,58.0 centimeter,,
82676,58.0 centimeter,,
82677,14.6 centimeter,,
82678,236.0 millilitre,,
82679,4.0 fluid ounce,,
82680,80.0 centimeter,,
82681,80.0 centimeter,,
82682,7.51 centimeter,,
82683,7.51 centimeter,,
82684,5.0 meter,,
82685,5.0 meter,,
82686,5.0 centimeter,,
82687,136.0 gram,,
82688,21.0 centimeter,,
82689,21.0 centimeter,,
82690,59.0 inch,,
82691,59.0 inch,,
82692,6.85 inch,,
82693,8.0 centimeter,,
82694,8.0 centimeter,,
82695,30.5 centimeter,,
82696,34.5 centimeter,,
82697,34.5 centimeter,,
82698,16.5 inch,,
82699,16.5 inch,,
82700,0.12 meter,,
82701,0.12 meter,,
82702,20.5 centimeter,,
82703,14.5 centimeter,,
82704,26.0 centimeter,,
82705,172.0 centimeter,,
82706,15.0 centimeter,,
82707,15.0 centimeter,,
82708,3.15 inch,,
82709,40.0 centimeter,,
82710,76.0 meter,,
82711,106.0 centimeter,,
82712,106.0 centimeter,,
82713,6.0 foot,,
82714,6.0 foot,,
82715,4.0 inch,,
82716,30.0 centimeter,,
82717,15.0 centimeter,,
82718,15.0 centimeter,,
82719,15.0 centimeter,,
82720,15.0 centimeter,,
82721,15.0 centimeter,,
82722,,,
82723,,,
82724,36.0 centimeter,,
82725,220.0 pound,,
82726,220.0 pound,,
82727,,,
82728,,,
82729,,,
82730,94.0 centimeter,,
82731,94.0 centimeter,,
82732,94.0 centimeter,,
82733,6.0 centimeter,,
82734,7.0 centimeter,,
82735,3.1 centimeter,,
82736,4.72 inch,,
82737,4.72 inch,,
82738,500.0 gram,,
82739,,,
82740,,,
82741,950.0 millilitre,,
82742,,,
82743,,,
82744,7.5 centimeter,,
82745,240.0 meter,,
82746,22.5 centimeter,,
82747,22.5 centimeter,,
82748,,,
82749,,,
82750,3.0 centimeter,,
82751,9.0 centimeter,,
82752,6.7 inch,,
82753,6.7 inch,,
82754,,,
82755,8.0 inch,,
82756,8.0 inch,,
82757,8.0 inch,,
82758,3.0 inch,,
82759,3.0 inch,,
82760,3.0 inch,,
82761,47.2 inch,,
82762,47.2 inch,,
82763,5.58 centimeter,,
82764,208.0 centimeter,,
82765,2.0 centimeter,,
82766,2.0 centimeter,,
82767,2.0 centimeter,,
82768,52.0 centimeter,,
82769,270.0 millilitre,,
82770,10.5 centimeter,,
82771,10.5 centimeter,,
82772,10.5 centimeter,,
82773,,,
82774,,,
82775,,,
82776,,,
82777,,,
82778,5.0 meter,,
82779,5.0 meter,,
82780,4.0 inch,,
82781,4.0 inch,,
82782,6.3 centimeter,,
82783,,,
82784,,,
82785,,,
82786,5.03 inch,,
82787,31.0 centimeter,,
82788,8.0 centimeter,,
82789,9.0 inch,,
82790,23.0 inch,,
82791,23.0 inch,,
82792,23.0 inch,,
82793,6.46 inch,,
82794,4.4 centimeter,,
82795,38.0 centimeter,,
82796,40.0 centimeter,,
82797,1.4 inch,,
82798,1.2 inch,,
82799,1.2 inch,,
82800,,,
82801,12.0 centimeter,,
82802,29.92 inch,,
82803,29.92 inch,,
82804,77.0 centimeter,,
82805,5.0 foot,,
82806,32.0 inch,,
82807,85.0 centimeter,,
82808,1800.0 meter,,
82809,18.0 inch,,
82810,350.0 meter,,
82811,350.0 meter,,
82812,,,
82813,13.5 centimeter,,
82814,0.5 inch,,
82815,12.0 centimeter,,
82816,12.0 centimeter,,
82817,6.4 inch,,
82818,13.5 centimeter,,
82819,13.5 centimeter,,
82820,70.0 meter,,
82821,70.0 meter,,
82822,70.0 meter,,
82823,1.0 kilogram,,
82824,19.2 centimeter,,
82825,12.6 inch,,
82826,12.6 inch,,
82827,12.6 inch,,
82828,,,
82829,,,
82830,,,
82831,8.3 inch,,
82832,150.0 inch,,
82833,27.0 centimeter,,
82834,1.0 quart,,
82835,2.0 inch,,
82836,2.0 inch,,
82837,8.7 centimeter,,
82838,36.5 centimeter,,
82839,36.5 centimeter,,
82840,10.0 centimeter,,
82841,18.0 inch,,
82842,,,
82843,90.0 centimeter,,
82844,20.0 meter,,
82845,43.0 centimeter,,
82846,,,
82847,6.5 centimeter,,
82848,6.5 centimeter,,
82849,11.5 centimeter,,
82850,11.5 centimeter,,
82851,2.0 inch,,
82852,2.0 inch,,
82853,2.0 inch,,
82854,,,
82855,2.88 centimeter,,
82856,2.88 centimeter,,
82857,11.4 inch,,
82858,19.7 inch,,
82859,19.7 inch,,
82860,19.0 centimeter,,
82861,19.0 centimeter,,
82862,36.0 inch,,
82863,36.0 inch,,
82864,,,
82865,25.0 centimeter,,
82866,25.0 centimeter,,
82867,17.5 centimeter,,
82868,17.5 centimeter,,
82869,17.5 centimeter,,
82870,,,
82871,22.0 pound,,
82872,297.0 meter,,
82873,15.0 centimeter,,
82874,10.2 inch,,
82875,7.0 centimeter,,
82876,7.0 centimeter,,
82877,40.0 centimeter,,
82878,40.0 centimeter,,
82879,136.0 meter,,
82880,3.0 meter,,
82881,3.0 meter,,
82882,0.12 inch,,
82883,0.12 inch,,
82884,0.12 inch,,
82885,13.0 centimeter,,
82886,13.0 centimeter,,
82887,70.0 centimeter,,
82888,70.0 centimeter,,
82889,37.0 centimeter,,
82890,37.0 centimeter,,
82891,,,
82892,47.0 meter,,
82893,47.0 meter,,
82894,,,
82895,,,
82896,3.8 centimeter,,
82897,,,
82898,,,
82899,,,
82900,18.8 inch,,
82901,68.0 centimeter,,
82902,68.0 centimeter,,
82903,7.9 inch,,
82904,8.0 inch,,
82905,31.0 centimeter,,
82906,31.0 centimeter,,
82907,49.0 centimeter,,
82908,49.0 centimeter,,
82909,435.0 meter,,
82910,470.0 meter,,
82911,5.0 meter,,
82912,,,
82913,,,
82914,16.0 inch,,
82915,70.0 gram,,
82916,70.0 gram,,
82917,1.65 inch,,
82918,355.0 meter,,
82919,355.0 meter,,
82920,355.0 meter,,
82921,,,
82922,230.0 meter,,
82923,230.0 meter,,
82924,230.0 meter,,
82925,6.5 centimeter,,
82926,6.5 centimeter,,
82927,,,
82928,7.5 centimeter,,
82929,235.0 meter,,
82930,235.0 meter,,
82931,20.0 inch,,
82932,3.3 inch,,
82933,3.3 inch,,
82934,50.0 meter,,
82935,,,
82936,,,
82937,15.8 inch,,
82938,15.8 inch,,
82939,15.9 inch,,
82940,15.9 inch,,
82941,95.0 centimeter,,
